"user_id","screen_name","description","profile_image_url","Tipo_organismo","database","Color"
"1034832158","PatoVasquezOk","Abogada especialista en Magistratura, defensora de la Democracia, la Republica y el Estado de Derecho. Precandidata a Diputada Nacional por la Provincia de BSAS","http://pbs.twimg.com/profile_images/1356644367314935809/dKA836la_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1003049219131920384","OfeFernandez_","Legisladora por el frente de Tod<U+2600><U+FE0F>s | Cuenta parlamentaria @OFLegislatura |","http://pbs.twimg.com/profile_images/1192333477477322752/66GV5Jwf_normal.jpg","PROVINCIAL","PROV_db","#009fe3"
"1004854039786545152","MartiarenaJoseL","Cuenta Oficial - Diputado Nacional PJ por Jujuy","http://pbs.twimg.com/profile_images/1316533654642995201/4ylW07tY_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1006431284","eldapertile","Diputada Nacional","http://pbs.twimg.com/profile_images/1294751705926696965/ndACqB9Q_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1007843263","AntonioRodas8","Senador del proyecto Nacional y Popular de Alberto y Cristina. Vicepresidente de la Comisión de Ambiente y Desarollo Sustentable. <U+0001F1E6><U+0001F1F7>
#Frentedetodos<U+2600><U+FE0F> <U+270C><U+FE0F><U+2665><U+FE0F>","http://pbs.twimg.com/profile_images/1143516412289441793/LGhpga_q_normal.jpg","HSN","HCSN_db","#009fe3"
"1008696689337790464","JuanMosquedaok","Diputado Nacional   <U+0001F1E6><U+0001F1F7> Provincia del Chaco <U+0001F331>
https://t.co/PRCSpWsHtI","http://pbs.twimg.com/profile_images/1009627517311995904/45wEIXEd_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1009573922671603712","MariabTapia","Senadora Nacional por Santa Cruz","http://pbs.twimg.com/profile_images/1009578664437207041/7XrSmep__normal.jpg","HSN","HCSN_db","#fcd201"
"101065831","educace","Sanjuanino, papá de mellizos y bostero. Abogado y Diputado Nacional Juntos x el Cambio","http://pbs.twimg.com/profile_images/918613567280164864/9ggBIsu5_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"101884357","RICALFONSIN","Militante Radical. Construyamos un país moderno y solidario, donde crecimiento sea desarrollo para todos. #RadicalizarLaUCR","http://pbs.twimg.com/profile_images/754803523137732609/mOukQRPl_normal.jpg","OTRXS","OTRXS_db","#fcd201"
"102306286539636000066646402424404","JorgeAGuaymas",NA,NA,"CANDIDATXS","CAND_FDT_db","#0078d7"
"102360022062456004992024408282222","GracielaDeMelo3",NA,NA,"CANDIDATXS","CAND_FDT_db","#0078d7"
"1043198260092039168","MiguelPichetto","Abogado.
Auditor General de la Nación.
Instagram: https://t.co/3OU6i6oMw8<U+0085> 
Facebook: https://t.co/dFlJtEUQzW","http://pbs.twimg.com/profile_images/1306238486010384384/RChQVCXN_normal.jpg","OTRXS","OTRXS_db","#fcd201"
"10466072","lacha","Gustavo Lazzari. Economista. Liberal posta. Hincha de Chicago.","http://pbs.twimg.com/profile_images/609850123/civil_25_febrero_2005_002_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"104791301974808993144682642260246","DiGiuseppeWal",NA,NA,"CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1048102104","SilGinocchio","Diputada Nacional - Pcia. de CATAMARCA -  Frente de Todos. Abogada. Docente de la Facultad de Derecho.","http://pbs.twimg.com/profile_images/1223371725943058434/hor01uq5_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1048981442","davidsnqn","Papá de Juanma, Miranda y Benjamín. Esposo de Alejandra. Cristiano. Contador Público. Actual Diputado Nacional por Neuquén. #JuntosPorElCambio","http://pbs.twimg.com/profile_images/1045433658071384064/CCpV7RgI_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"105180935","herlombardi",NA,"http://pbs.twimg.com/profile_images/887042609427996672/s11SmHYr_normal.jpg","OTRXS","OTRXS_db","#fcd201"
"105976753","alejandrojg","Diputado Nacional por la Ciudad Autónoma de Buenos Aires. Mandato 2017/2021. Abogado.","http://pbs.twimg.com/profile_images/940386987474935808/FYyX8pQQ_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"1067570620584607744","DeluMelina","Lic. en Relaciones Internacionales.
Diputada Nacional por el Partido Justicialista de La Pampa.","http://pbs.twimg.com/profile_images/1285690844566167569/qpf6Iqrx_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1069556234","mrmartinez55","Militante del proyecto nacional, popular, democrático y feminista. Diputada Nacional por la Provincia de Buenos Aires @frentedetodos","http://pbs.twimg.com/profile_images/1242657559481368576/_3oWaKZE_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"107444101462512001778422402888486","AvanzaLibertad_",NA,NA,"OTRXS","OTRXS_db","#8e562e"
"108229928","pedropuertaok","El futuro es de los que actúan. #Juntos","http://pbs.twimg.com/profile_images/1417638840009887746/9gWrwv6c_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1082401224312406016","MariaEBielsaOk","Arquitecta. Docente (UNR).","http://pbs.twimg.com/profile_images/1275035324717170689/YeYSugHD_normal.jpg","OTRXS","OTRXS_db","#009fe3"
"108270068530358003578246682064228","bertoldi_tanya",NA,NA,"CANDIDATXS","CAND_FDT_db","#0078d7"
"108855797908189000032664804404006","YaninaDiputada",NA,NA,"CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1089470094","FlorenciaTeuly","","http://pbs.twimg.com/profile_images/1419339765170720780/C6WmahWW_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1090344907548647424","XimenaGarciaBl","<U+0001F393>Abogada, UNL | Docente de Derecho Constitucional | Radical y Reformista | Diputada Nacional por #JuntosPorElCambio <U+0001F64B><U+200D><U+2640><U+FE0F>","http://pbs.twimg.com/profile_images/1149508907124940800/O6Ov9AC8_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"109040582","mariuvidal","Mamá orgullosa de Camila, María José y Pedrito. Orgullosamente bonaerense.","http://pbs.twimg.com/profile_images/1221060790226210816/wJFWdnOW_normal.jpg","OTRXS","OTRXS_db","#fcd201"
"109241951344490996280208686628426","LinaresCarlosCR",NA,NA,"CANDIDATXS","CAND_SEN_db","#0078d7"
"1095773453855137792","juanjomalvinas","Argentino <U+0001F1E6><U+0001F1F7> Veterano de Guerra de Malvinas. Al mundo lo cambia tu ejemplo, no tu opinión. Excandidato a Presidente de la Nación.","http://pbs.twimg.com/profile_images/1170365965516845058/eRQZ2tbx_normal.jpg","OTRXS","OTRXS_db","#f7f243"
"110043455","JesicaRey","Ganar y no ganar no es lo mismo, pero ningún éxito inmuniza. // Ministra de Comunicación Pública del Gobierno de la Provincia de Buenos Aires.<U+0001F49A>","http://pbs.twimg.com/profile_images/1205503564883353601/YoAaqUVc_normal.jpg","PROVINCIAL","PROV_db","#009fe3"
"1109463268467376128","MaJimenaLopezOk","Diputada Nacional por la Pcia de Buenos Aires @FrenteDeTodos - Licenciada en Servicio Social - Mamá de León - Feminista - Hincha de @edelpOficial - De Necochea","http://pbs.twimg.com/profile_images/1247286233883082765/TOEWNZcI_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1112359789","alfredodeangeli","Entrerriano. Senador Nacional electo. Sexto de 10 hermanos. Fanático del folklore y la historia argentina. #JuntosPorElCambio #SalvemosLas2Vidas","http://pbs.twimg.com/profile_images/1256253244789215238/DV8jVSmd_normal.jpg","HSN","HCSN_db","#fcd201"
"112822128","mayrasmendoza","Intendenta de @QuilmesMuni.","http://pbs.twimg.com/profile_images/1062396891743313921/CE7Q61gA_normal.jpg","PROVINCIAL","PROV_db","#009fe3"
"113155248","MarceloLugones","Ingeniero vial, docente, abuelo y político santiagueño. | @ucrnacional","http://pbs.twimg.com/profile_images/1419996212728680448/seyfdiLJ_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1132308934948282368","FrenteDeTodos","#ArgentinaUnida <U+0001F1E6><U+0001F1F7>","http://pbs.twimg.com/profile_images/1138931067346411520/0dvyWlnK_normal.jpg","OTRXS","OTRXS_db","#009fe3"
"113915352976611005712846826668480","MestelanGaby",NA,NA,"CANDIDATXS","CAND_OPO_OTRX_db","#886ce4"
"1142881950874722304","AliciaTerada_","Abogada -Diputada Nacional Ari -CC- Chaco Trabajando para lograr la reactivación de las economías regionales y la creación de fuentes de trabajo genuinas.","http://pbs.twimg.com/profile_images/1142895199535992834/MndiuJNr_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"114582574","UCRNacional","Cuenta oficial del Comité Nacional de la UCR. Nuestro presidente es @AlfredoCornejo. Llevamos 129 años trabajando por los ideales de igualdad y libertad.","http://pbs.twimg.com/profile_images/1277624728358981639/uJ95UBL3_normal.jpg","OTRXS","OTRXS_db","#fcd201"
"1149500866581409792","JorgeVara8","Correntino. Ingeniero agrónomo. Diputado de la Nación electo por ECO+Juntos por el cambio. Ex Ministro de Producción de la provincia de Corrientes.","http://pbs.twimg.com/profile_images/1225162532060483584/wNWHsiny_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"1150985175582609408","AscarateLidia","Diputada Nacional por Tucumán JxC <U+0001F1E6><U+0001F1F7>.  La familia es lo primero. Profesora universitaria. (CPN) <U+0001F393> Amante de la Educación y la Naturaleza <U+0001F4DA><U+26F0>","http://pbs.twimg.com/profile_images/1152992786586701824/yt8ELwBo_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"1153087813405106176","ClaudiaTodos","Diputada Nacional del frente TODOS","http://pbs.twimg.com/profile_images/1157296583580499969/0Kt7iTlD_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1154800460911579136","Gra_Landriscini","Soy economista y diputada nacional por la provincia de Río Negro -Frente de Tod<U+2600><U+FE0F>s. Docente- investigadora UNCo/CONICET.","http://pbs.twimg.com/profile_images/1257317652105580546/mWxh3Yuq_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1155492654639198208","CaserioCarlos","Senador Nacional por Córdoba -","http://pbs.twimg.com/profile_images/1183043827814322176/SONvyPX4_normal.jpg","HSN","HCSN_db","#009fe3"
"116313517","chino_navarrook","Abogado.Dirigente del Movimiento Evita. Ahora Secretario de Relaciones Parlamentarias, Institucionales y con la Soc. Civil de la Jefatura de Gabinete.","http://pbs.twimg.com/profile_images/1333517605387296768/MD6q5cF2_normal.jpg","OTRXS","OTRXS_db","#009fe3"
"117185027","SergioMassa","Abogado. Presidente de la Honorable Cámara de @DiputadosAR. #ArgentinaUnida #MayoríaArgentina<U+2665><U+FE0F><U+0001F1E6><U+0001F1F7>","http://pbs.twimg.com/profile_images/1242767194024484865/i2-LWf2W_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1175329843","SartoriDiegoH","Diputado Nacional por Misiones","http://pbs.twimg.com/profile_images/1239553985490681856/HLmL0ZFp_normal.jpg","HCDN","HCDN_UNIDFED_db","#bc57ff"
"117922441","GiScaglia","<U+0001F64B>Diputada Nacional #SantaFe #PRO. Vicepresidenta PRO Santa Fe. Creo y confío. Se aprende escuchando. Se logra en equipo. <U+27A1><U+FE0F>https://t.co/pKKTEARFHO","http://pbs.twimg.com/profile_images/1296081445996421120/le3Xu1XT_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"1182627212","JuanZabaletaOK","Ministro de Desarrollo Social de la Nación. @MDSNacion
Militante peronista. Esposo, padre y abuelo. Paisano de Hurlingham.","http://pbs.twimg.com/profile_images/1381685712492371973/CYWJkybc_normal.jpg","PEN","PEN_db","#0078d7"
"118784071","jaicega","-Diputado de la Nación 
Cambiemos-Pro.
-Abogado Magister en Derecho de la Empresa.

-Hincha de Estudiantes- Bilardista.               

-Padre de 4 hijos.","http://pbs.twimg.com/profile_images/1335219669838467076/8kFOvRtF_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"1189719848760332288","CaparrosMabel","Lic. Psicología. Diputada Nacional electa por FORJA . Familiera y orgullosa de la misma<U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F467><U+0001F49C><U+0001F49A>","http://pbs.twimg.com/profile_images/1189720524764647424/g6UQgK44_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"119477232","gmilman","Candidato a Diputado Nacional. Ex Secretario de Gestión Federal del Ministerio de Seguridad de la Nación. Es #JUNTOS.","http://pbs.twimg.com/profile_images/969260562977837059/bUjB5kcv_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1196629821515862016","AliAparicioOK","Diputada nacional del Frente de Todos. Economista. Peronista. Ex secretaria de Salud Pública, Desarrollo Humano y Políticas Ambientales de San Fernando","http://pbs.twimg.com/profile_images/1196630680781889536/mhMEWu8r_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1197039757","FerRaverta","Directora Ejecutiva @ansesgob - sólo el amor convierte en milagro el barro <U+0001F1E6><U+0001F1F7>","http://pbs.twimg.com/profile_images/1270008086833631250/GOU_hnii_normal.jpg","PEN","PEN_db","#009fe3"
"11972279441518000984824024622804","rodolfotecchi",NA,NA,"CANDIDATXS","CAND_FDT_db","#0078d7"
"119998164","FernandezAnibal","Peronista, abogado y contador. Ricotero, hincha de Quilmes. Ministro de Seguridad de la Nación. Presi CAHockey s/césped. Incondicional de Alberto y de Cristina","http://pbs.twimg.com/profile_images/1234582489773101056/Y2dWXYzx_normal.jpg","PEN","PEN_db","#0078d7"
"120039800079271994882004422020482","maitecrespob",NA,NA,"CANDIDATXS","CAND_OPO_OTRX_db","#f7630c"
"1202300210837413888","JulioVitobello","Abogado (UBA). Hincha de River. Secretario General de la Presidencia","http://pbs.twimg.com/profile_images/1242647631270162437/APTjEZkZ_normal.jpg","PEN","PEN_db","#009fe3"
"1204088748645978112","A_Carambia","Diputado Nacional por Santa Cruz-MoVeRe


Padre de Fran y Martu. Hincha de Boca","http://pbs.twimg.com/profile_images/1204089585338343425/NHCnYYZD_normal.jpg","HCDN","HCDN_UNIDFED_db","#bc57ff"
"1204760490200702976","JoseNederSDE","Senador Nacional. Presidente del Partido Justicialista Distrito Santiago del Estero.","http://pbs.twimg.com/profile_images/1204775238988423168/hwVDZ8VD_normal.jpg","HSN","HCSN_db","#143ab5"
"1204880494288093184","juanvazquezdip","Diputado Nacional por la Provincia de Santa Cruz. Frente de Tod<U+0001F31E>s. Ex Intendente de Gobernador Gregores.
#ArgentinaDePie <U+0001F1E6><U+0001F1F7><U+270C>","http://pbs.twimg.com/profile_images/1204881765124464640/1Mn8gI75_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1205541711830753280","ObrasPublicasAR","Cuenta oficial del Ministerio de Obras Públicas de la Nación","http://pbs.twimg.com/profile_images/1332558719968817153/CVckzO2V_normal.jpg","PEN","PEN_db","#009fe3"
"1207713682718969856","MinGenerosAR","Cuenta oficial del Ministerio de las Mujeres, Géneros y Diversidad de la Nación.","http://pbs.twimg.com/profile_images/1332519600567803906/BNy29JYy_normal.jpg","PEN","PEN_db","#009fe3"
"1208861562410283008","SPerezTeruel","Abogado. Docente. Especialista en Abogacía del Estado.
Asesor General de Gobierno de la Provincia de Buenos Aires.","http://pbs.twimg.com/profile_images/1216037933809111041/0cL2GGA3_normal.jpg","PROVINCIAL","PROV_db","#009fe3"
"121000528","DipRoyCortina","Legislador del Partido Socialista. Vicepresidente 3° de la Legislatura Porteña. Presidente de la Comisión de Cultura de @legiscaba. Docente UBA","http://pbs.twimg.com/profile_images/1274384427687297025/SDQn2faf_normal.jpg","PROVINCIAL","PROV_db","#bc57ff"
"1213976332750618624","agussimone","Ministro de Infraestructura y Servicios Públicos de la Provincia de Buenos Aires @minfrapba","http://pbs.twimg.com/profile_images/1213977821498036224/S4wOj9oY_normal.jpg","PROVINCIAL","PROV_db","#009fe3"
"1215628564512628736","KulfasM","Ministro de Desarrollo Productivo de la República Argentina.","http://pbs.twimg.com/profile_images/1303429599951556608/76AGh4rW_normal.jpg","PEN","PEN_db","#009fe3"
"1215668032934117376","JCuattromo","Presidente del Banco de la Provincia de Buenos Aires. Presidente del Grupo Provincia. Economista (UBA).","http://pbs.twimg.com/profile_images/1220713777580118016/vNlsVrTk_normal.jpg","PROVINCIAL","PROV_db","#009fe3"
"121709292484607002514820462026224","ulman_brenda",NA,NA,"CANDIDATXS","CAND_FDT_db","#0078d7"
"1218898952","hleis1","Secretario Gral de Pro Córdoba. Trabajo para devolverle el potencial y la esperanza a los argentinos y defender mi querida Córdoba.","http://pbs.twimg.com/profile_images/1421198354680266762/uTODw56C_normal.jpg","CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"1219628058547761152","LucilaCrexell","Neuquina.
Senadora Nacional (2019-2025).","http://pbs.twimg.com/profile_images/1274352408668372997/89nWifTE_normal.jpg","HSN","HCSN_db","#bc57ff"
"122051204046222997016680264204888","JoRepublicanos",NA,NA,"OTRXS","OTRXS_db","#8e562e"
"1221597890","marcheorlando","El derecho de los trabajadores y los humildes, una bandera que nunca se ha de arriar, una lucha que nunca ha de cesar un objetivo que vamos a lograr.","http://pbs.twimg.com/profile_images/1425853687021383680/SO5q8tv6_normal.jpg","CANDIDATXS","CAND_FDT_db","#0078d7"
"1222402614","MariaLujan_Rey","Diputada Nacional por la Pcia. de Buenos Aires. Ju5t1cia. Mamá de Lucas Menghini Rey, muerto en la Tragedia de Once.","http://pbs.twimg.com/profile_images/1311654680485863426/THQDMaDW_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"1223265849219407872","AlumeKarim","Casado, tres hijos. Abogado. Desarrollista Diputado Nacional Bloque de Todos. Hincha de unión. Productor Agropecuario. #YoAmoSanLuis","http://pbs.twimg.com/profile_images/1223267164574167040/bZyLTztl_normal.jpg","HCDN","HCDN_FDT_db","#009fe3"
"1225026336802189312","Senadora_Olalla","Senadora Nacional por Entre Ríos
@UCRNacional
Contacto: prensasenadoraolalla@gmail.com","http://pbs.twimg.com/profile_images/1225778724987166722/-lzOA6ql_normal.jpg","HSN","HCSN_db","#fcd201"
"122549797667364005658882662064644","FabricioBolatti",NA,NA,"CANDIDATXS","CAND_FDT_db","#0078d7"
"1227613833851785216","MinHabitatAR","Ministerio de Desarrollo Territorial y Hábitat de la Nación Argentina","http://pbs.twimg.com/profile_images/1332525070724558848/lZQbxdEn_normal.jpg","PEN","PEN_db","#009fe3"
"1233275798754295808","Cristobal_ok","Empresario argentino.","http://pbs.twimg.com/profile_images/1233276603523837953/0b32LcOy_normal.jpg","OTRXS","OTRXS_db","#009fe3"
"123451736355657004992064864808464","AlexisGuerrera",NA,NA,"PEN","PEN_db","#0078d7"
"1234841172","CarolinaPiparo","Trabajadora Social. Diputada Provincial. Candidata a Diputada Nacional por #AvanzaLibertad","http://pbs.twimg.com/profile_images/1434648966373781507/n1_mPMH-_normal.jpg","CANDIDATXS","CAND_OPO_OTRX_db","#8e562e"
"1239520164699398144","FernanQuirosBA","Ministro de Salud de la Ciudad de Buenos Aires. Médico, UBA. Mg. en Gobierno y Dirección de Sistemas de Salud, UOC.","http://pbs.twimg.com/profile_images/1268860259570978817/b8oJjx5F_normal.jpg","PROVINCIAL","PROV_db","#fcd201"
"124222509","JulioGarro","Tengo 48 años. Papá de cuatro hijas y esposo de una mujer incondicional. Soy abogado e Intendente de La Plata.","http://pbs.twimg.com/profile_images/1249785477454012418/hr9Pm6G8_normal.jpg","PROVINCIAL","PROV_db","#fcd201"
"1242641029737656320","javiercamposok","Diputado Nacional. Coalición Cívica ARI-Juntos por el Cambio. Trabajando por una República que deje atrás las contradicciones que nos empobrecen.","http://pbs.twimg.com/profile_images/1242642337370603520/Wfy76yRq_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"126131659145686000778022664824260","ElenaVacchetta",NA,NA,"CANDIDATXS","CAND_SEN_db","#886ce4"
"126291236","TotyFlores","<U+0001F449><U+0001F3FC> Trabajo con pasión por un cambio profundo en #LaMatanza <U+0001F4AA>
<U+0001F449><U+0001F3FC> Dip. Nac. por PBA @juntosporelcambio
<U+0001F449><U+0001F3FC> Fundador @Coop_LaJuanita y MR-2012 Integrante MSR","http://pbs.twimg.com/profile_images/1185885511224889344/0TU9DAy-_normal.jpg","HCDN","HCDN_JXC_db","#fcd201"
"126399322254158995888484624262842","pjgalimberti",NA,NA,"CANDIDATXS","CAND_OPO_JXC_db","#fff100"
"126498815990291999058880282046820","MontotoLuisa",NA,NA,"CANDIDATXS","CAND_OPO_OTRX_db","#0078d7"
"1268302274801131520","GustavoSantosOk","Presidente de la Fundación Pensar Córdoba. Ministro de Turismo de la República Argentina (2015-2019). Co-autor del libro <U+0093>El Después: Turismo y Humanidad<U+0094>.","http://pbs.twimg.com/profile_images/1273744091067625477/GAZW74Bv_normal.jpg","OTRXS","OTRXS_db","#fcd201"
"126945007418828001480868606824022","GabrielaKoning",NA,NA,"CANDIDATXS","CAND_OPO_JXC_db","#fff100"
